mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.005106449127197266,0.0010435901544982385,0.003354454040527344,9.058508012225987e-05,8.894444444444444e-05,0.2,"{'alpha': 8.894444444444444e-05, 'l1_ratio': 0.2}",0.26188618069477265,0.380364288835881,0.31286225920579835,0.34918553361955496,0.39619964385631257,0.34009958124246387,0.04839468146485212,58
0.004617071151733399,5.757097334585351e-05,0.0033922195434570312,0.00015762768081061977,0.00011115555555555555,0.1,"{'alpha': 0.00011115555555555555, 'l1_ratio': 0.1}",0.2622253969891706,0.380533634795197,0.31262766691939103,0.34907036867678,0.3962326215634069,0.3401379377887891,0.04834334126461779,50
0.004971551895141602,0.000437049477202376,0.003321075439453125,7.888630578472687e-05,0.00011115555555555555,0.11111111111111112,"{'alpha': 0.00011115555555555555, 'l1_ratio': 0.11111111111111112}",0.2622170099003166,0.3805337300502242,0.31263155658074304,0.34907520508127365,0.3962338423882845,0.3401382688001684,0.048346080092468845,49
0.004497528076171875,0.00020825406376858067,0.0032855987548828123,0.00018079998798696382,0.00011115555555555555,0.12222222222222223,"{'alpha': 0.00011115555555555555, 'l1_ratio': 0.12222222222222223}",0.2622086014198284,0.38053240520258147,0.3126354532936214,0.34908004302980655,0.39623505739666454,0.34013831206850054,0.048348586725361034,48
0.005807161331176758,0.0015351676444453268,0.004820775985717773,0.0009431288657800577,0.00011115555555555555,0.13333333333333333,"{'alpha': 0.00011115555555555555, 'l1_ratio': 0.13333333333333333}",0.2622001832943547,0.38053107664958485,0.31263935441255053,0.3490848825240829,0.39623626703514325,0.3401383527831433,0.04835109449398195,47
0.004789209365844727,0.00013557769299507645,0.003464031219482422,0.00011469905271387367,0.00011115555555555555,0.14444444444444446,"{'alpha': 0.00011115555555555555, 'l1_ratio': 0.14444444444444446}",0.2621917495877639,0.38052973600261997,0.31264325994833486,0.34908972356586165,0.3962374712820155,0.3401383880773191,0.04835360390562272,46
0.005179977416992188,0.0005671595572158372,0.0036326885223388673,0.00018515695531792867,0.00011115555555555555,0.15555555555555556,"{'alpha': 0.00011115555555555555, 'l1_ratio': 0.15555555555555556}",0.26218330025113457,0.38052838740669226,0.3126471659458798,0.3490945667298009,0.3962386701154751,0.3401384180897965,0.048356116136237325,45
0.006156063079833985,0.0010760715022667788,0.005051326751708984,0.0010004143514397673,0.00011115555555555555,0.16666666666666669,"{'alpha': 0.00011115555555555555, 'l1_ratio': 0.16666666666666669}",0.26217483523534346,0.38052703084068973,0.31265108032970435,0.34909941087228336,0.3962398642270628,0.34013844430101675,0.04835863041675003,44
0.0066146373748779295,0.0017904795744132062,0.0041429996490478516,0.0005565464085196026,0.00011115555555555555,0.17777777777777778,"{'alpha': 0.00011115555555555555, 'l1_ratio': 0.17777777777777778}",0.26216634580885245,0.38052566628078643,0.31265499916290107,0.3491042565673417,0.39624105217249705,0.34013846399847575,0.04836114969425128,43
0.004882192611694336,9.582630862208878e-05,0.00358428955078125,0.00016626947271511982,0.00011115555555555555,0.18888888888888888,"{'alpha': 0.00011115555555555555, 'l1_ratio': 0.18888888888888888}",0.26215784925335617,0.3805242999392492,0.3126589224564109,0.3491091038166846,0.3962422346385319,0.3401384820208465,0.048363669593616106,42
0.005435752868652344,0.0006858366831822402,0.003770112991333008,0.00028061645963929686,0.00011115555555555555,0.2,"{'alpha': 0.00011115555555555555, 'l1_ratio': 0.2}",0.2621493368698957,0.380522919340082,0.3126628502212102,0.3491139526220215,0.3962434116029585,0.3401384941312336,0.04836619083136915,41
0.004784822463989258,0.00024247293743914224,0.0033992767333984376,0.00011996625891479001,0.00013336666666666666,0.1,"{'alpha': 0.00013336666666666666, 'l1_ratio': 0.1}",0.2624902863167209,0.38068754012460626,0.3124270536675132,0.34898965951648664,0.396268000274708,0.340172507980007,0.04831201102051251,40
0.006058692932128906,0.0017459592742532716,0.004046058654785157,0.001133276209514527,0.00013336666666666666,0.11111111111111112,"{'alpha': 0.00013336666666666666, 'l1_ratio': 0.11111111111111112}",0.26248067520025764,0.38068623884025043,0.31243148070314597,0.3489954105499605,0.3962696418559054,0.34017268942990403,0.04831496642232729,39
0.005391168594360352,0.0003982149416100635,0.004051923751831055,0.0002649751523655101,0.00013336666666666666,0.12222222222222223,"{'alpha': 0.00013336666666666666, 'l1_ratio': 0.12222222222222223}",0.26247104337569016,0.3806849270328715,0.3124359099371077,0.34900116429357786,0.39627127711440235,0.3401728643507299,0.048317925535408715,38
0.006017112731933593,0.0011395418910268883,0.004233264923095703,0.000557886506606438,0.00013336666666666666,0.13333333333333333,"{'alpha': 0.00013336666666666666, 'l1_ratio': 0.13333333333333333}",0.26246138270564967,0.38068360466441853,0.3124403486118109,0.349006919743316,0.3962729047994161,0.3401730321049222,0.04832088981450766,37
0.005503320693969726,0.0007419799253694349,0.0038712024688720703,0.0002269038523229349,0.00013336666666666666,0.14444444444444446,"{'alpha': 0.00013336666666666666, 'l1_ratio': 0.14444444444444446}",0.262451709201857,0.3806822774326396,0.31244479314128293,0.3490126774056309,0.39627452548367303,0.3401731965330167,0.04832385563069567,36
0.005189847946166992,0.0002667221539448739,0.003859710693359375,0.00024028161753023475,0.00013336666666666666,0.15555555555555556,"{'alpha': 0.00013336666666666666, 'l1_ratio': 0.15555555555555556}",0.26244201475589357,0.38068093385449575,0.3124492435426842,0.34901843728367354,0.39627613913332915,0.34017335371401525,0.0483268236593546,35
0.005463218688964844,0.0009614639276437362,0.00385894775390625,0.0005330810729633457,0.00013336666666666666,0.16666666666666669,"{'alpha': 0.00013336666666666666, 'l1_ratio': 0.16666666666666669}",0.2624322992930386,0.3806795796082727,0.31245369983324034,0.3490241993805977,0.3962777457144129,0.3401735047659124,0.04832979486938816,34
0.005235815048217773,0.0007067696798200203,0.003910064697265625,0.0006940724790406084,0.00013336666666666666,0.17777777777777778,"{'alpha': 0.00013336666666666666, 'l1_ratio': 0.17777777777777778}",0.26242256273520825,0.3806782146585803,0.3124581620302411,0.34902996444626233,0.3962793451931941,0.3401736498126972,0.04833276930018163,33
0.00522465705871582,0.00044937722747906856,0.003585338592529297,0.0001428074350156009,0.00013336666666666666,0.18888888888888888,"{'alpha': 0.00013336666666666666, 'l1_ratio': 0.18888888888888888}",0.2624128050039366,0.3806768389705434,0.3124626246877852,0.34903573099085783,0.39628093847321855,0.34017378762526834,0.048335747753294016,32
0.004756450653076172,0.0001561154952160572,0.003419017791748047,0.00010774859156985322,0.00013336666666666666,0.2,"{'alpha': 0.00013336666666666666, 'l1_ratio': 0.2}",0.262403014072335,0.38067545250661294,0.3124670987209389,0.3490414997638175,0.39628252365022487,0.3401739177427858,0.04833873242862175,31
0.004891014099121094,0.0002668069275272143,0.003676033020019531,0.00014589904900686644,0.0001555777777777778,0.1,"{'alpha': 0.0001555777777777778, 'l1_ratio': 0.1}",0.2627451398100513,0.3808335561639308,0.3122306479304744,0.348908353898159,0.39629862414618067,0.34020326438975923,0.048281501455919355,30
0.004946994781494141,0.0002998148053390667,0.0038224220275878905,0.0005331932165431847,0.0001555777777777778,0.11111111111111112,"{'alpha': 0.0001555777777777778, 'l1_ratio': 0.11111111111111112}",0.26273441311166235,0.3808323440533107,0.31223553870607657,0.34891499947829163,0.3963007278428916,0.34020360463844657,0.04828490125520041,29
0.005600500106811524,0.0006949193388384678,0.0038452625274658205,0.0002443604299388138,0.0001555777777777778,0.12222222222222223,"{'alpha': 0.0001555777777777778, 'l1_ratio': 0.12222222222222223}",0.2627236677021557,0.3808311239509692,0.3122404367467386,0.34892164802264003,0.3963028230500507,0.3402039398945108,0.04828830354850005,28
0.005312347412109375,0.0009965891199247361,0.00431370735168457,0.000996043909116798,0.0001555777777777778,0.13333333333333333,"{'alpha': 0.0001555777777777778, 'l1_ratio': 0.13333333333333333}",0.2627128959809836,0.38082988522876426,0.3122453420771505,0.34892829953640947,0.3963049097199888,0.34020426650865937,0.0482917089757856,27
0.00563502311706543,0.000870830483969498,0.004059505462646484,0.0005675142178500535,0.0001555777777777778,0.14444444444444446,"{'alpha': 0.0001555777777777778, 'l1_ratio': 0.14444444444444446}",0.262702097839267,0.3808286331133828,0.31225024974367155,0.3489349546840178,0.3963069886114585,0.3402045847983596,0.048295119228849284,26
0.005057668685913086,0.00028963281324977043,0.004084014892578125,0.0005653000259232078,0.0001555777777777778,0.15555555555555556,"{'alpha': 0.0001555777777777778, 'l1_ratio': 0.15555555555555556}",0.262691262055625,0.38082736755403046,0.31225516969799216,0.3489416121524689,0.3963090580703311,0.34020489390608954,0.04829853632051493,25
0.005405998229980469,0.00024480517845833964,0.004028892517089844,0.0001940776791513908,0.0001555777777777778,0.16666666666666669,"{'alpha': 0.0001555777777777778, 'l1_ratio': 0.16666666666666669}",0.26268041068334724,0.380826088498728,0.3122600970165793,0.348948272606016,0.396311118847258,0.34020519753038575,0.04830195393575837,24
0.0067824840545654295,0.0011436431764958615,0.004839181900024414,0.0013547245691619082,0.0001555777777777778,0.17777777777777778,"{'alpha': 0.0001555777777777778, 'l1_ratio': 0.17777777777777778}",0.26266953255121384,0.3808248038552994,0.312265031724558,0.3489549360499028,0.3963131708933574,0.34020549501486624,0.04830537697943753,23
0.006381034851074219,0.0013736436477225333,0.004447507858276367,0.0013342835718938549,0.0001555777777777778,0.18888888888888888,"{'alpha': 0.0001555777777777778, 'l1_ratio': 0.18888888888888888}",0.2626586275449312,0.3808234976784831,0.3122699738471636,0.34896160248955554,0.3963152141594378,0.34020578314391425,0.04830880279590531,22
0.0065231800079345705,0.0008221287355869792,0.004391145706176758,0.0007162978273922113,0.0001555777777777778,0.2,"{'alpha': 0.0001555777777777778, 'l1_ratio': 0.2}",0.26264769554956036,0.3808221778476718,0.3122749234097434,0.3489682719301802,0.3963172485959974,0.3402060634666306,0.04831223273671312,21
0.004933786392211914,0.00020959547470880707,0.0036497592926025392,0.00023716752838838452,0.00017778888888888889,0.1,"{'alpha': 0.00017778888888888889, 'l1_ratio': 0.1}",0.2629904874345468,0.3809734226117436,0.31203833497580313,0.34882654937377333,0.3963247976699168,0.3402307184131567,0.04825197560409006,20
0.005582666397094727,0.0009048501491259049,0.003911781311035156,0.0008497953036984439,0.00017778888888888889,0.11111111111111112,"{'alpha': 0.00017778888888888889, 'l1_ratio': 0.11111111111111112}",0.2629787641381023,0.3809723663843769,0.312043622403961,0.34883406925122584,0.39632739825377017,0.34023124408628724,0.048255805523396006,19
0.006743812561035156,0.0010093108242115012,0.0048847198486328125,0.0007467595546388678,0.00017778888888888889,0.12222222222222223,"{'alpha': 0.00017778888888888889, 'l1_ratio': 0.12222222222222223}",0.26296699867915474,0.38097129405186725,0.31204891392775835,0.34884159234816636,0.3963299895761011,0.3402317577166095,0.048259644350323504,18
0.005366706848144531,0.0008703275858499898,0.003935575485229492,0.0005837721047454803,0.00017778888888888889,0.13333333333333333,"{'alpha': 0.00017778888888888889, 'l1_ratio': 0.13333333333333333}",0.2629552115233236,0.3809702055445767,0.31205421870409333,0.3488491192565576,0.39633257017345946,0.34023226504040216,0.04826348413601918,17
0.00560603141784668,0.0017418363046083282,0.0033535480499267576,0.00013737093434027572,0.00017778888888888889,0.14444444444444446,"{'alpha': 0.00017778888888888889, 'l1_ratio': 0.14444444444444446}",0.2629433922369483,0.38096910814494245,0.3120595322203503,0.3488566499843865,0.39633514067786635,0.34023276465289876,0.048267330129413956,16
0.004610300064086914,0.00012634736104021459,0.003359365463256836,0.00010516171919376078,0.00017778888888888889,0.15555555555555556,"{'alpha': 0.00017778888888888889, 'l1_ratio': 0.15555555555555556}",0.26293154066639446,0.3809679871065923,0.31206485451041555,0.3488641845396582,0.3963377010246133,0.3402332535695348,0.048271179876400575,15
0.004672908782958984,0.00018301961793552065,0.0033530712127685545,8.156081798603994e-05,0.00017778888888888889,0.16666666666666669,"{'alpha': 0.00017778888888888889, 'l1_ratio': 0.16666666666666669}",0.26291965665705463,0.3809668496809845,0.3120701856083441,0.34887172379513154,0.3963402511485292,0.3402337333780088,0.04827503466745424,14
0.005320692062377929,0.0010047384559946611,0.004155921936035156,0.0008116933882394092,0.00017778888888888889,0.17777777777777778,"{'alpha': 0.00017778888888888889, 'l1_ratio': 0.17777777777777778}",0.26290774005334094,0.3809656957965555,0.31207551861219385,0.3488792660294685,0.3963427920714402,0.34023420251259984,0.04827889552609957,13
0.0053637027740478516,0.0009788846462192528,0.004054355621337891,0.0005540947166378776,0.00017778888888888889,0.18888888888888888,"{'alpha': 0.00017778888888888889, 'l1_ratio': 0.18888888888888888}",0.26289577522362606,0.3809645253813433,0.31208086738240526,0.3488868121153875,0.3963453215627588,0.3402346603331042,0.04828276534836916,12
0.006383514404296875,0.0012899580551208405,0.004764842987060547,0.0006701188958996666,0.00017778888888888889,0.2,"{'alpha': 0.00017778888888888889, 'l1_ratio': 0.2}",0.2628837928810728,0.38096333836298535,0.3120862250633294,0.34889436206097435,0.3963478406330322,0.3402351118002788,0.048286635323138746,11
0.004868841171264649,0.00029264555802048926,0.003530597686767578,0.00011404850358665773,0.0002,0.1,"{'alpha': 0.0002, 'l1_ratio': 0.1}",0.2632268410811325,0.381107428546701,0.31184999163221916,0.34874433718495823,0.3963468051384451,0.3402550807166912,0.048223359763633136,10
0.005751514434814453,0.0007789158638625442,0.004622697830200195,0.0005536850876328356,0.0002,0.11111111111111112,"{'alpha': 0.0002, 'l1_ratio': 0.11111111111111112}",0.26321420681659136,0.3811065886545958,0.3118556122266366,0.3487527087886382,0.39634993195793744,0.3402558096888798,0.04822761403714485,9
0.005217123031616211,0.0002537441076239325,0.0037824630737304686,0.000365559033715662,0.0002,0.12222222222222223,"{'alpha': 0.0002, 'l1_ratio': 0.12222222222222223}",0.2632015350611887,0.3811057366614431,0.31186124281550287,0.34876108510084314,0.39635304745656497,0.34025652941910856,0.048231875336539755,8
0.005209112167358398,0.00015119194213230518,0.003730964660644531,0.00011760484539812055,0.0002,0.13333333333333333,"{'alpha': 0.0002, 'l1_ratio': 0.13333333333333333}",0.2631888256172824,0.3811048588840189,0.3118668834421725,0.34876946613303805,0.39635615155247117,0.34025723712579664,0.048236141389113675,7
0.005055522918701172,0.0001056564623493836,0.003675222396850586,9.07709348547427e-05,0.0002,0.14444444444444446,"{'alpha': 0.0002, 'l1_ratio': 0.14444444444444446}",0.263176078285842,0.38110396201097263,0.3118725341502432,0.3487778526648362,0.396359245107921,0.340257934443963,0.04824041362037678,6
0.00984654426574707,0.008821484942822495,0.0036180496215820314,0.00013225509895442206,0.0002,0.15555555555555556,"{'alpha': 0.0002, 'l1_ratio': 0.15555555555555556}",0.26316327843607124,0.3811030459498441,0.31187818858276584,0.3487862431711938,0.39636232616143785,0.3402586164602625,0.04824469693439529,5
0.009116792678833007,0.008544079383812637,0.0036187171936035156,0.00028791540543043166,0.0002,0.16666666666666669,"{'alpha': 0.0002, 'l1_ratio': 0.16666666666666669}",0.2631504546439162,0.38110211060760324,0.31188385953798126,0.34879463843214886,0.3963653955641835,0.3402592917571666,0.048248980908406416,4
0.004864120483398437,0.0002465793873862361,0.0035090923309326174,0.000161950733379143,0.0002,0.17777777777777778,"{'alpha': 0.0002, 'l1_ratio': 0.17777777777777778}",0.26313759235821443,0.38110115589064564,0.3118895407064657,0.34880303845931004,0.39636845323211156,0.34025995612934945,0.048253270906092015,3
0.004618120193481445,0.00013508077124953433,0.0033820152282714845,5.3298877297741184e-05,0.0002,0.18888888888888888,"{'alpha': 0.0002, 'l1_ratio': 0.18888888888888888}",0.26312469137426897,0.3811001920481679,0.3118952321319546,0.3488114432643211,0.3963714990805033,0.34026061157984316,0.04825756870920911,2
0.004507589340209961,5.0217858045275575e-05,0.003447818756103516,0.0002918205385646075,0.0002,0.2,"{'alpha': 0.0002, 'l1_ratio': 0.2}",0.26311175148593546,0.3810991983449631,0.31190093385762285,0.3488198528588623,0.3963745330239603,0.3402612539142688,0.04826187085539851,1
